,CMA Number,Chinese Name,English Name,Landing Location,Landing Time,Peak Strength,Landing Strength,coordinate,lat,lon
162,7812,——,Elaine,广东省湛江市坡头区南三镇,1978年8月27日,12级，35m/s，965hPa,11级，30m/s，970hPa,"(21.150907, 110.552974)",21.150907,110.552974
163,7812,——,Elaine,广西省北海市银海区侨港镇,1978年8月28日,12级，35m/s，965hPa,10级，28m/s，975hPa,"(21.425104, 109.122824)",21.425104,109.122824
164,7818,——,Lola,海南省文昌市会文镇,1978年10月1日,13级，40m/s，965hPa,11级，30m/s，975hPa,"(19.462573, 110.731756)",19.462573,110.731756
165,7905,——,Ellis,广东省湛江市坡头区乾塘镇,1979年7月6日,14级，45m/s，955hPa,7级，14m/s，996hPa,"(21.228204, 110.611854)",21.228204,110.611854
166,7907,——,Gordon,广东省汕尾市陆丰市甲东镇,1979年7月29日,11级，30m/s，975hPa,11级，30m/s，980hPa,"(22.876766, 116.101101)",22.876766,116.101101
167,7908,——,Hope,广东省深圳市龙岗区大鹏半岛,1979年8月2日,17+级，70m/s，898hPa,14级，45m/s，955hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889
168,7908,——,Hope,广东省中山市南朗镇旧五顷,1979年8月2日,17+级，70m/s，898hPa,14级，42m/s，960hPa,"(22.498612, 113.530998)",22.498612,113.530998
169,7910,——,Judy,浙江省舟山市普陀区沈家门,1979年8月24日,17+级，65m/s，908hPa,11级，30m/s，965hPa,"(29.944666, 122.299033)",29.944666,122.299033
170,7913,——,Mac,广东省珠海市金湾区横琴镇,1979年9月23日,11级，30m/s，983hPa,10级，25m/s，995hPa,"(22.0080725, 113.3785933)",22.0080725,113.3785933
171,7913,——,Mac,广东省深圳市宝安区福永镇,1979年9月25日,11级，30m/s，983hPa,5级，9m/s，1006hPa,"(22.672123, 113.822517)",22.672123,113.822517
172,7914,——,Nancy,海南省万宁市和乐镇,1979年9月20日,8级，20m/s，993hPa,8级，20m/s，994hPa,"(18.903521, 110.477641)",18.903521,110.477641
173,8004,——,Georgia,广东省揭阳市惠来县神泉镇,1980年5月24日,10级，25m/s，985hPa,9级，23m/s，986hPa,"(22.966533, 116.322932)",22.966533,116.322932
174,8005,——,Herbert,海南省陵水黎族自治县光坡镇,1980年6月27日,10级，25m/s，982hPa,10级，25m/s，985hPa,"(18.54339, 110.048782)",18.54339,110.048782
175,8005,——,Herbert,广西省防城港市东兴市江平镇,1980年6月28日,10级，25m/s，982hPa,10级，25m/s，983hPa,"(21.587075, 108.132878)",21.587075,108.132878
176,8006,——,Ida,广东省汕头市濠江区乌鹿坑,1980年7月11日,11级，30m/s，979hPa,10级，25m/s，983hPa,"(23.216498, 116.791817)",23.216498,116.791817
177,8007,——,Joe,广东省湛江市徐闻县角尾乡,1980年7月22日,14级，45m/s，940hPa,13级，40m/s，961hPa,"(20.259977, 109.95774)",20.259977,109.95774
178,8008,——,——,广东省阳江市阳西县上洋镇,1980年7月19日,8级，20m/s，998hPa,8级，18m/s，1000hPa,"(21.596312, 111.595725)",21.596312,111.595725
179,8009,——,Kim,广东省汕尾市陆丰市湖东镇,1980年7月27日,17级，60m/s，908hPa,11级，30m/s，988hPa,"(22.814304, 115.955191)",22.814304,115.955191
180,8011,——,——,广东省湛江市吴川市吴阳镇,1980年8月19日,11级，30m/s，992hPa,8级，18m/s，996hPa,"(21.347075, 110.692104)",21.347075,110.692104
181,8012,——,Norris,台湾省宜兰县苏澳镇,1980年8月28日,14级，45m/s，954hPa,13级，38m/s，970hPa,"(24.594229, 121.8533264)",24.594229,121.8533264
182,8012,——,Norris,福建省福州市平潭县澳前镇,1980年8月28日,14级，45m/s，954hPa,11级，30m/s，980hPa,"(25.462752, 119.849709)",25.462752,119.849709
183,8014,——,Ruth,海南省文昌市会文镇,1980年9月15日,11级，30m/s，979hPa,11级，30m/s，979hPa,"(19.462573, 110.731756)",19.462573,110.731756
184,8015,——,Percy,台湾省屏东县满州乡,1980年9月18日,17级，60m/s，915hPa,16级，55m/s，925hPa,"(22.04385, 120.8384093)",22.04385,120.8384093
185,8015,——,Percy,福建省漳州市漳浦县古雷镇,1980年9月19日,17级，60m/s，915hPa,15级，50m/s，960hPa,"(23.83067, 117.62253)",23.83067,117.62253
186,8103,——,Ike,台湾省屏东县林边乡,1981年6月13日,11级，30m/s，967hPa,11级，30m/s，970hPa,"(22.4347039, 120.5147274)",22.4347039,120.5147274
187,8104,——,June,台湾省宜兰县南澳乡,1981年6月20日,13级，40m/s，962hPa,12级，35m/s，965hPa,"(24.4065995, 121.6739371)",24.4065995,121.6739371
188,8105,——,Kelly,海南省三亚市亚龙湾度假区,1981年7月4日,14级，45m/s，962hPa,14级，45m/s，965hPa,"(18.233291, 109.65313)",18.233291,109.65313
189,8106,——,Lynn,广东省江门市台山市川岛镇,1981年7月7日,11级，30m/s，980hPa,11级，30m/s，986hPa,"(21.848204, 112.692376)",21.848204,112.692376
190,8107,——,Maury,福建省福州市长乐市江田镇,1981年7月20日,11级，30m/s，987hPa,11级，30m/s，987hPa,"(25.822882, 119.583383)",25.822882,119.583383
191,8108,——,Nina,浙江省温州市乐清市蒲岐镇,1981年7月23日,10级，25m/s，994hPa,8级，20m/s，996hPa,"(28.169443, 121.05016)",28.169443,121.05016
192,8111,——,Roy,海南省万宁市和乐镇,1981年8月9日,10级，25m/s，986hPa,6级，12m/s，995hPa,"(18.903521, 110.477641)",18.903521,110.477641
193,8113,——,Warren,海南省万宁市东澳镇,1981年8月19日,10级，25m/s，990hPa,8级，20m/s，990hPa,"(18.714928, 110.401814)",18.714928,110.401814
194,8116,——,Clara,广东省汕尾市陆丰市湖东镇,1981年9月22日,17级，60m/s，924hPa,12级，35m/s，960hPa,"(22.814304, 115.955191)",22.814304,115.955191
195,8120,——,Hazen,海南省三亚市海棠区,1981年11月22日,14级，45m/s，955hPa,8级，20m/s，998hPa,"(18.400092, 109.752583)",18.400092,109.752583
196,8208,——,Winona,广东省湛江市雷州市沈塘镇,1982年7月17日,10级，25m/s，985hPa,8级，20m/s，992hPa,"(20.98447, 110.11882)",20.98447,110.11882
197,8208,——,Winona,广西省防城港市港口区光坡镇,1982年7月18日,10级，25m/s，985hPa,8级，18m/s，994hPa,"(21.652153, 108.491047)",21.652153,108.491047
198,8209,——,Andy,台湾省台东县东河乡,1982年7月29日,16级，55m/s，915hPa,15级，50m/s，945hPa,"(23.0691722, 121.2855249)",23.0691722,121.2855249
199,8209,——,Andy,福建省莆田市秀屿区东峤镇,1982年7月30日,16级，55m/s，915hPa,8级，18m/s，990hPa,"(25.267049, 119.171832)",25.267049,119.171832
200,8212,——,Dot,台湾省台东县大武乡,1982年8月15日,12级，35m/s，971hPa,11级，30m/s，988hPa,"(22.4141954, 120.907304)",22.4141954,120.907304
201,8212,——,Dot,福建省漳州市漳浦县六鳌镇,1982年8月15日,12级，35m/s，971hPa,8级，20m/s，995hPa,"(23.934173, 117.750935)",23.934173,117.750935
202,8217,——,Irving,海南省文昌市翁田镇,1982年9月15日,13级，40m/s，947hPa,13级，40m/s，960hPa,"(19.931473, 110.880179)",19.931473,110.880179
203,8217,——,Irving,广东省湛江市徐闻县龙塘镇,1982年9月15日,13级，40m/s，947hPa,12级，35m/s，965hPa,"(20.315512, 110.325581)",20.315512,110.325581
204,8302,——,Tip,海南省文昌市翁田镇,1983年7月13日,11级，30m/s，980hPa,7级，15m/s，994hPa,"(19.931473, 110.880179)",19.931473,110.880179
205,8302,——,Tip,广东省湛江市徐闻县龙塘镇,1983年7月13日,11级，30m/s，980hPa,7级，15m/s，998hPa,"(20.315512, 110.325581)",20.315512,110.325581
206,8303,——,Vera,海南省文昌市会文镇,1983年7月17日,12级，35m/s，967hPa,12级，35m/s，967hPa,"(19.462573, 110.731756)",19.462573,110.731756
207,8304,——,Wayne,福建省漳州市漳浦县六鳌镇,1983年7月25日,17+级，65m/s，912hPa,14级，45m/s，950hPa,"(23.934173, 117.750935)",23.934173,117.750935
208,8309,——,Ellen,广东省珠海市香洲区吉大沿海,1983年9月9日,17级，60m/s，928hPa,14级，45m/s，970hPa,"(22.247881, 113.575943)",22.247881,113.575943
209,8311,——,Georgia,海南省文昌市东郊镇,1983年9月30日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(19.573201, 110.851831)",19.573201,110.851831
210,8314,——,Joe,广东省阳江市阳东县东平镇,1983年10月13日,11级，30m/s，985hPa,11级，30m/s，985hPa,"(21.738382, 112.228638)",21.738382,112.228638
211,8402,——,Wynne,广东省茂名市电白县爵山镇,1984年6月25日,11级，30m/s，970hPa,11级，30m/s，970hPa,"(21.492331, 111.345187)",21.492331,111.345187
212,8403,——,Alex,台湾省台东县长滨乡,1984年7月3日,12级，35m/s，962hPa,11级，30m/s，985hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
213,8403,——,Alex,浙江省台州市玉环县鲜跌乡,1984年7月4日,12级，35m/s，962hPa,11级，30m/s，980hPa,"(28.13593, 121.231805)",28.13593,121.231805
214,8404,——,Betty,广东省阳江市阳西县溪头镇,1984年7月9日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(21.653075, 111.757796)",21.653075,111.757796
215,8406,——,Ed,江苏省南通市如东县长沙镇,1984年7月31日,16级，55m/s，947hPa,11级，30m/s，985hPa,"(32.401974, 121.288877)",32.401974,121.288877
216,8406,——,Ed,山东省日照市东港区大古镇,1984年8月2日,16级，55m/s，947hPa,5级，10m/s，997hPa,"(35.340506, 119.45157)",35.340506,119.45157
217,8407,——,Feada,台湾省宜兰县头城镇,1984年8月7日,11级，30m/s，985hPa,11级，30m/s，985hPa,"(24.8576121, 121.8234687)",24.8576121,121.8234687
218,8407,——,Feada,福建省福州市连江县苔菉镇,1984年8月8日,11级，30m/s，985hPa,10级，25m/s，988hPa,"(26.353358, 119.936046)",26.353358,119.936046
219,8408,——,Gerald,广东省深圳市龙岗区大鹏半岛,1984年8月21日,11级，30m/s，975hPa,8级，18m/s，988hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889
220,8410,——,Ike,海南省文昌市会文镇,1984年9月5日,15级，50m/s，947hPa,13级，40m/s，960hPa,"(19.462573, 110.731756)",19.462573,110.731756
221,8410,——,Ike,广东省湛江市徐闻县角尾乡,1984年9月5日,15级，50m/s，947hPa,12级，35m/s，970hPa,"(20.259977, 109.95774)",20.259977,109.95774
222,8410,——,Ike,广西省钦州市钦南区犀牛脚镇,1984年9月6日,15级，50m/s，947hPa,11级，30m/s，970hPa,"(21.641698, 108.745939)",21.641698,108.745939
223,8411,——,June,广东省汕尾市陆丰市甲东镇,1984年8月31日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(22.876766, 116.101101)",22.876766,116.101101
224,8503,——,——,海南省万宁市南桥镇,1985年6月20日,8级，20m/s，990hPa,5级，10m/s，994hPa,"(18.680116, 110.152697)",18.680116,110.152697
225,8504,——,Hal,广东省汕尾市马宫镇沿海地区,1985年6月24日,13级，40m/s，958hPa,10级，25m/s，975hPa,"(22.794593, 115.252879)",22.794593,115.252879
226,8506,——,Jeff,浙江省台州市玉环县坎门镇,1985年7月30日,13级，40m/s，965hPa,13级，40m/s，965hPa,"(28.093759, 121.280991)",28.093759,121.280991
227,8509,——,Mamie,江苏省南通市启东市寅阳镇,1985年8月18日,12级，35m/s，980hPa,12级，35m/s，980hPa,"(31.735606, 121.804827)",31.735606,121.804827
228,8509,——,Mamie,山东省青岛市胶南市大珠山镇,1985年8月19日,12级，35m/s，980hPa,11级，30m/s，983hPa,"(35.855852, 119.988028)",35.855852,119.988028
229,8509,——,Mamie,辽宁省大连市旅顺口区龙头镇,1985年8月19日,12级，35m/s，980hPa,11级，30m/s，981hPa,"(38.869478, 121.316487)",38.869478,121.316487
230,8510,——,Nelson,福建省福州市福清市城头镇,1985年8月23日,15级，50m/s，955hPa,14级，45m/s，965hPa,"(25.711067, 119.516198)",25.711067,119.516198
231,8515,——,Tess,广东省阳江市阳东县东平镇,1985年9月6日,13级，40m/s，965hPa,12级，35m/s，970hPa,"(21.738382, 112.228638)",21.738382,112.228638
232,8517,——,Winona,广东省湛江市麻章区东简镇,1985年9月22日,10级，25m/s，980hPa,10级，25m/s，980hPa,"(21.014285, 110.497438)",21.014285,110.497438
233,8518,——,Andy,海南省万宁市东澳镇,1985年9月29日,12级，35m/s，975hPa,12级，35m/s，975hPa,"(18.714928, 110.401814)",18.714928,110.401814
234,8521,——,Dot,海南省三亚市亚龙湾度假区,1985年10月21日,17+级，70m/s，893hPa,13级，40m/s，970hPa,"(18.233291, 109.65313)",18.233291,109.65313
235,8604,——,Mac,海南省三亚市亚龙湾度假区,1986年5月19日,10级，25m/s，995hPa,7级，15m/s，997hPa,"(18.233291, 109.65313)",18.233291,109.65313
236,8605,——,Nancy,台湾省花莲县秀林乡,1986年6月24日,13级，40m/s，955hPa,12级，35m/s，965hPa,"(24.2258575, 121.5370003)",24.2258575,121.5370003
237,8607,——,Peggy,广东省汕尾市捷胜镇沿海地区,1986年7月11日,17+级，65m/s，900hPa,11级，30m/s，978hPa,"(22.716736, 115.454192)",22.716736,115.454192
238,8616,——,Wayne,台湾省彰化县芳苑乡,1986年8月22日,14级，45m/s，950hPa,12级，35m/s，965hPa,"(23.9455949, 120.3550808)",23.9455949,120.3550808
239,8616,——,Wayne,海南省文昌市锦山镇,1986年9月5日,14级，45m/s，950hPa,13级，40m/s，960hPa,"(19.99583, 110.69748)",19.99583,110.69748
240,8617,——,Abby,台湾省台东县长滨乡,1986年9月19日,15级，50m/s，942hPa,14级，45m/s，946hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
241,8621,——,Ellen,广东省湛江市坡头区南三镇,1986年10月19日,13级，40m/s，960hPa,8级，20m/s，990hPa,"(21.150907, 110.552974)",21.150907,110.552974
242,8702,——,Ruth,广东省阳江市阳西县沙扒镇,1987年6月19日,12级，35m/s，982hPa,12级，35m/s，982hPa,"(21.519181, 111.463919)",21.519181,111.463919
243,8705,——,Vernon,台湾省宜兰县南澳乡,1987年7月21日,11级，30m/s，980hPa,10级，25m/s，990hPa,"(24.4065995, 121.6739371)",24.4065995,121.6739371
244,8707,——,Alex,台湾省宜兰县南澳乡,1987年7月27日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(24.4065995, 121.6739371)",24.4065995,121.6739371
245,8707,——,Alex,浙江省温州市龙湾区海城镇,1987年7月27日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(27.828017, 120.7591648)",27.828017,120.7591648
246,8707,——,Alex,山东省威海市荣成市人和镇,1987年7月29日,12级，35m/s，970hPa,7级，15m/s，992hPa,"(36.891503, 122.305187)",36.891503,122.305187
247,8710,——,Cary,海南省三亚市崖州区南山文化旅游区,1987年8月22日,13级，40m/s，965hPa,12级，35m/s，970hPa,"(18.3021319, 109.2147632)",18.3021319,109.2147632
248,8712,——,Gerald,福建省泉州市晋江市深沪镇,1987年9月10日,14级，45m/s，955hPa,11级，30m/s，980hPa,"(24.615397, 118.675554)",24.615397,118.675554
249,8719,——,Lynn,广东省珠海市金湾区横琴镇,1987年10月28日,17+级，70m/s，910hPa,5级，10m/s，1008hPa,"(22.0080725, 113.3785933)",22.0080725,113.3785933
250,8802,——,Susan,台湾省屏东县车城乡,1988年6月2日,13级，40m/s，975hPa,12级，35m/s，980hPa,"(22.0843074, 120.7464897)",22.0843074,120.7464897
251,8804,——,Vanessa,广东省江门市台山市赤溪镇,1988年6月29日,10级，25m/s，990hPa,7级，15m/s，1000hPa,"(21.975801, 112.899795)",21.975801,112.899795
252,8805,——,Warren,广东省汕尾市陆丰市甲东镇,1988年7月19日,16级，55m/s，945hPa,12级，35m/s，970hPa,"(22.876766, 116.101101)",22.876766,116.101101
253,8807,——,Bill,浙江省宁波市象山县丹城镇,1988年8月8日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(29.470026, 121.874463)",29.470026,121.874463
254,8817,——,Kit,广东省汕尾市陆丰市甲东镇,1988年9月22日,12级，35m/s，970hPa,10级，25m/s，985hPa,"(22.876766, 116.101101)",22.876766,116.101101
255,8819,——,Mamie,广东省汕尾市海丰县鲘门镇,1988年9月24日,10级，25m/s，990hPa,5级，10m/s，1004hPa,"(22.811837, 115.162466)",22.811837,115.162466
256,8823,——,Pat,海南省万宁市南桥镇,1988年10月22日,12级，35m/s，980hPa,12级，35m/s，980hPa,"(18.680116, 110.152697)",18.680116,110.152697
257,8824,——,Ruby,海南省万宁市东澳镇,1988年10月28日,14级，45m/s，960hPa,10级，25m/s，980hPa,"(18.714928, 110.401814)",18.714928,110.401814
258,8903,——,Brenda,广东省江门市台山市海宴镇,1989年5月20日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(21.825135, 112.558689)",21.825135,112.558689
259,8905,——,Dot,海南省三亚市海棠区,1989年6月10日,13级，40m/s，960hPa,13级，38m/s，965hPa,"(18.400092, 109.752583)",18.400092,109.752583
260,8907,——,Faye,海南省文昌市龙楼镇,1989年7月10日,11级，30m/s，980hPa,10级，25m/s，985hPa,"(19.653286, 110.968604)",19.653286,110.968604
261,8908,——,Gordon,广东省阳江市阳西县上洋镇,1989年7月18日,17级，60m/s，920hPa,12级，35m/s，970hPa,"(21.596312, 111.595725)",21.596312,111.595725
262,8909,——,Hope,浙江省宁波市象山县石浦镇,1989年7月20日,13级，40m/s，975hPa,13级，40m/s，975hPa,"(29.203205, 121.931399)",29.203205,121.931399
263,8912,——,——,台湾省台北县贡寮乡,1989年7月30日,8级，20m/s，993hPa,7级，15m/s，996hPa,"(25.0168762, 121.9459786)",25.0168762,121.9459786
264,8913,——,Ken,上海市浦东新区合庆镇,1989年8月4日,11级，30m/s，980hPa,10级，28m/s，982hPa,"(31.236879, 121.723707)",31.236879,121.723707
265,8918,——,——,福建省宁德市霞浦县长春镇,1989年8月20日,10级，25m/s，995hPa,5级，10m/s，1004hPa,"(26.725415, 120.045049)",26.725415,120.045049
266,8921,——,Sarah,台湾省花莲县丰滨乡,1989年9月11日,16级，55m/s，945hPa,12级，35m/s，970hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404
267,8921,——,Sarah,福建省福州市连江县筱埕镇,1989年9月13日,16级，55m/s，945hPa,7级，17m/s，996hPa,"(26.291738, 119.794168)",26.291738,119.794168
268,8923,——,Vera,浙江省台州市温岭市松门镇,1989年9月15日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(28.340412, 121.600585)",28.340412,121.600585
269,8926,——,Brian,海南省陵水黎族自治县黎安镇,1989年10月2日,13级，40m/s，965hPa,13级，40m/s，965hPa,"(18.437315, 110.069641)",18.437315,110.069641
270,8929,——,Elsie,海南省三亚市亚龙湾度假区,1989年10月21日,16级，55m/s，930hPa,10级，28m/s，980hPa,"(18.233291, 109.65313)",18.233291,109.65313
271,9004,——,Nathan,广东省湛江市徐闻县新寮镇,1990年6月18日,11级，30m/s，980hPa,10级，25m/s，985hPa,"(20.618063, 110.448201)",20.618063,110.448201
272,9005,——,Ofelia,台湾省台东县成功镇,1990年6月23日,13级，40m/s，965hPa,13级，40m/s，965hPa,"(23.1261527, 121.3655989)",23.1261527,121.3655989
273,9005,——,Ofelia,福建省宁德市福鼎市沙埕镇,1990年6月24日,13级，40m/s，965hPa,11级，30m/s，980hPa,"(27.16051, 120.4204)",27.16051,120.4204
274,9006,——,Percy,福建省漳州市漳浦县古雷镇,1990年6月29日,14级，45m/s，950hPa,13级，40m/s，965hPa,"(23.83067, 117.62253)",23.83067,117.62253
275,9009,——,Tasha,广东省汕尾市捷胜镇沿海地区,1990年7月31日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(22.716736, 115.454192)",22.716736,115.454192
276,9012,——,Yancy,台湾省宜兰县壮围乡,1990年8月19日,13级，40m/s，955hPa,13级，40m/s，955hPa,"(24.7461186, 121.7868155)",24.7461186,121.7868155
277,9012,——,Yancy,福建省福州市平潭县流水镇,1990年8月20日,13级，40m/s，955hPa,11级，30m/s，970hPa,"(25.565369, 119.831522)",25.565369,119.831522
278,9012,——,Yancy,福建省莆田市秀屿区东埔镇,1990年8月21日,13级，40m/s，955hPa,8级，20m/s，980hPa,"(25.151926, 119.054909)",25.151926,119.054909
279,9015,——,Abe,浙江省台州市椒江区海门镇,1990年8月31日,14级，45m/s，955hPa,13级，40m/s，965hPa,"(28.67051, 121.444782)",28.67051,121.444782
280,9017,——,Cecil,福建省宁德市霞浦县三沙镇,1990年9月5日,11级，30m/s，990hPa,8级，20m/s，1000hPa,"(26.921679, 120.216565)",26.921679,120.216565
281,9018,——,Dot,台湾省台东县长滨乡,1990年9月7日,13级，40m/s，960hPa,13级，40m/s，960hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
282,9018,——,Dot,福建省厦门市湖里区沿海地区,1990年9月8日,13级，40m/s，960hPa,12级，35m/s，975hPa,"(24.512904, 118.146769)",24.512904,118.146769
283,9025,——,Mike,海南省三亚市崖城镇,1990年11月17日,17+级，75m/s，910hPa,11级，30m/s，980hPa,"(18.405652, 109.179265)",18.405652,109.179265
284,9103,——,Vanessa,海南省万宁市南桥镇,1991年4月28日,10级，25m/s，990hPa,7级，15m/s，1000hPa,"(18.680116, 110.152697)",18.680116,110.152697
285,9106,——,Zeke,海南省万宁市东澳镇,1991年7月13日,14级，45m/s，960hPa,14级，45m/s，960hPa,"(18.714928, 110.401814)",18.714928,110.401814
286,9107,——,Amy,广东省汕头市潮阳区海门镇,1991年7月19日,16级，55m/s，930hPa,14级，42m/s，950hPa,"(23.194689, 116.628391)",23.194689,116.628391
287,9108,——,Brendan,广东省珠海市金湾区南水镇,1991年7月24日,12级，35m/s，975hPa,11级，30m/s，980hPa,"(22.026732, 113.241148)",22.026732,113.241148
288,9111,——,Fred,广东省湛江市徐闻县前山镇,1991年8月16日,14级，45m/s，960hPa,14级，45m/s，960hPa,"(20.420322, 110.460412)",20.420322,110.460412
289,9111,——,Fred,海南省临高县东英镇,1991年8月16日,14级，45m/s，960hPa,13级，40m/s，965hPa,"(19.959022, 109.648634)",19.959022,109.648634
290,9116,——,Joel,广东省汕尾市海丰县圆墩乡,1991年9月6日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(22.828208, 115.047221)",22.828208,115.047221
291,9119,——,Nat,台湾省屏东县满州乡,1991年9月23日,15级，50m/s，940hPa,15级，45m/s，950hPa,"(22.04385, 120.8384093)",22.04385,120.8384093
292,9119,——,Nat,广东省潮州市饶平县大埕镇,1991年10月1日,15级，50m/s，940hPa,12级，35m/s，970hPa,"(23.607149, 117.14577)",23.607149,117.14577
293,9204,——,Chuck,海南省陵水黎族自治县英州镇,1992年6月28日,12级，35m/s，960hPa,12级，35m/s，960hPa,"(18.427366, 109.858895)",18.427366,109.858895
294,9205,——,Eli,海南省琼海市潭门镇,1992年7月13日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(19.24169, 110.61694)",19.24169,110.61694
295,9206,——,Faye,广东省珠海市金湾区横琴镇,1992年7月18日,10级，25m/s，988hPa,8级，20m/s，992hPa,"(22.0080725, 113.3785933)",22.0080725,113.3785933
296,9207,——,Gary,广东省湛江市麻章区东简镇,1992年7月23日,12级，35m/s，975hPa,11级，30m/s，980hPa,"(21.014285, 110.497438)",21.014285,110.497438
297,9212,——,Mark,广东省潮州市饶平县大埕镇,1992年8月19日,10级，25m/s，985hPa,8级，20m/s，993hPa,"(23.607149, 117.14577)",23.607149,117.14577
298,9215,——,Omar,台湾省花莲县丰滨乡,1992年9月4日,16级，55m/s，925hPa,11级，30m/s，975hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404
299,9215,——,Omar,福建省厦门市思明区沿海地区,1992年9月5日,16级，55m/s，925hPa,10级，25m/s，985hPa,"(24.445567, 118.082658)",24.445567,118.082658
300,9216,——,Polly,台湾省花莲县新城乡,1992年8月30日,12级，35m/s，975hPa,12级，33m/s，975hPa,"(24.0548042, 121.6111949)",24.0548042,121.6111949
301,9216,——,Polly,福建省福州市福清市东瀚镇,1992年8月31日,12级，35m/s，975hPa,9级，23m/s，975hPa,"(25.43389, 119.607001)",25.43389,119.607001
302,9219,——,Ted,台湾省台东县成功镇,1992年9月22日,12级，35m/s，975hPa,12级，35m/s，975hPa,"(23.1261527, 121.3655989)",23.1261527,121.3655989
303,9219,——,Ted,浙江省温州市平阳县西湾风景区,1992年9月23日,12级，35m/s，975hPa,11级，30m/s，985hPa,"(27.633524, 120.669238)",27.633524,120.669238
304,9302,——,Koryn,广东省阳江市江城区海陵镇,1993年6月27日,17级，60m/s，920hPa,12级，33m/s，972hPa,"(21.629912, 111.943369)",21.629912,111.943369
305,9303,——,Lewis,海南省三亚市海棠区,1993年7月11日,11级，30m/s，975hPa,11级，30m/s，980hPa,"(18.400092, 109.752583)",18.400092,109.752583
306,9309,——,Tasha,广东省阳江市阳西县上洋镇,1993年8月21日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(21.596312, 111.595725)",21.596312,111.595725
307,9315,——,Abe,广东省揭阳市惠来县前詹镇,1993年9月14日,15级，50m/s，945hPa,13级，38m/s，962hPa,"(22.94346, 116.42855)",22.94346,116.42855
308,9316,——,Becky,广东省江门市台山市赤溪镇,1993年9月17日,12级，35m/s，975hPa,12级，35m/s，975hPa,"(21.975801, 112.899795)",21.975801,112.899795
309,9318,——,Dot,广东省江门市台山市那琴半岛,1993年9月26日,13级，40m/s，965hPa,12级，35m/s，975hPa,"(21.715428, 112.352381)",21.715428,112.352381
310,9323,——,Ira,广东省阳江市江城区海陵镇,1993年11月4日,14级，45m/s，950hPa,10级，25m/s，992hPa,"(21.629912, 111.943369)",21.629912,111.943369
311,9403,——,Russ,广东省湛江市徐闻县下洋镇,1994年6月8日,11级，30m/s，980hPa,10级，25m/s，990hPa,"(20.503019, 110.498015)",20.503019,110.498015
312,9404,——,Sharon,广东省阳江市阳西县溪头镇,1994年6月25日,8级，20m/s，990hPa,8级，20m/s，992hPa,"(21.653075, 111.757796)",21.653075,111.757796
313,9406,——,Tim,台湾省台东县长滨乡,1994年7月10日,16级，55m/s，935hPa,14级，45m/s，950hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
314,9406,——,Tim,福建省泉州市惠安县张坂镇,1994年7月11日,16级，55m/s，935hPa,11级，30m/s，972hPa,"(24.896927, 118.797511)",24.896927,118.797511
315,9413,——,Caitlin,台湾省台东县东河乡,1994年8月3日,10级，25m/s，985hPa,10级，25m/s，985hPa,"(23.0691722, 121.2855249)",23.0691722,121.2855249
316,9413,——,Caitlin,福建省漳州市龙海市隆教畲族乡,1994年8月4日,10级，25m/s，985hPa,8级，20m/s，992hPa,"(24.256424, 118.063418)",24.256424,118.063418
317,9414,——,Dous,台湾省台北县贡寮乡,1994年8月8日,15级，50m/s，935hPa,15级，50m/s，945hPa,"(25.0168762, 121.9459786)",25.0168762,121.9459786
318,9414,——,Dous,江苏省南通市如东县长沙镇,1994年8月13日,15级，50m/s，935hPa,7级，15m/s，998hPa,"(32.401974, 121.288877)",32.401974,121.288877
319,9415,——,Ellie,山东省威海市文登区泽库镇,1994年8月15日,13级，40m/s，960hPa,10级，25m/s，985hPa,"(36.940606, 122.060951)",36.940606,122.060951
320,9415,——,Ellie,辽宁省大连市普兰店市皮口镇,1994年8月16日,13级，40m/s，960hPa,10级，25m/s，990hPa,"(39.398478, 122.338704)",39.398478,122.338704
321,9417,——,Fred,浙江省温州市龙湾区海城镇,1994年8月21日,16级，55m/s，935hPa,14级，45m/s，955hPa,"(27.828017, 120.7591648)",27.828017,120.7591648
322,9418,——,Gladys,台湾省宜兰县南澳乡,1994年9月1日,14级，45m/s，950hPa,14级，45m/s，955hPa,"(24.4065995, 121.6739371)",24.4065995,121.6739371
